ACCNT_ID,PRTNR_CD_ID,ACCNT_STATUS_CD_ID,LOGIN_STATUS_CD_ID,ACCNT_OPEN_DT,ACCNT_OPEN_REASON_CD_ID,ACCNT_CLOSE_DT,ACCNT_CLOSE_REASON_CD_ID,LAST_LOGIN_DT,LAST_UPDT_TS,LAST_UPDT_USER,INSRT_TS,INSRT_USER,MOD_TS,MOD_USER
6345923,33,10,1,2006-12-14,7,,14.0,2020-03-24,2024-03-03 17:04:23.131479,user6,2021-10-20 17:04:23.131983,insrt_user1,2024-09-04 17:04:23.132391,mod_user2
8088312,4,20,5,2009-02-06,3,,,2020-05-09,2023-10-09 17:04:23.131482,user7,2020-06-24 17:04:23.131984,insrt_user2,2024-07-15 17:04:23.132394,mod_user3
8161314,29,0,4,2009-01-14,7,,,2022-01-12,2023-06-07 17:04:23.131484,user8,2021-12-16 17:04:23.131986,insrt_user3,2025-02-11 17:04:23.132396,mod_user4
6152503,22,40,4,2004-03-22,3,,22.0,2022-04-17,2023-08-16 17:04:23.131487,user9,2021-01-16 17:04:23.131987,insrt_user4,2024-06-30 17:04:23.132398,mod_user5
4355774,3,0,4,2003-04-06,7,2017-11-12,,2020-05-24,2025-03-28 17:04:23.131489,user0,2020-11-16 17:04:23.131988,insrt_user0,2024-07-26 17:04:23.132401,mod_user6
3884629,33,80,5,2008-03-12,8,,105.0,2022-06-09,2025-03-17 17:04:23.131491,user1,2020-05-23 17:04:23.131989,insrt_user1,2024-10-06 17:04:23.132403,mod_user0
6482934,14,0,4,2007-05-05,2,,,2022-05-06,2023-06-21 17:04:23.131494,user2,2021-02-28 17:04:23.131990,insrt_user2,2024-05-16 17:04:23.132405,mod_user1
2203635,7,0,6,2003-05-02,2,2017-09-19,1.0,2020-01-28,2025-01-09 17:04:23.131496,user3,2021-08-27 17:04:23.131992,insrt_user3,2024-03-22 17:04:23.132407,mod_user2
6379521,3,10,5,2004-03-20,1,,,2020-03-06,2022-11-27 17:04:23.131498,user4,2020-12-07 17:04:23.131993,insrt_user4,2024-05-10 17:04:23.132410,mod_user3
2820835,22,10,4,2008-11-10,9,2015-05-25,104.0,2020-06-11,2022-11-29 17:04:23.131501,user5,2022-03-22 17:04:23.131994,insrt_user0,2024-02-04 17:04:23.132412,mod_user4
9434091,2,50,6,2006-07-14,2,2018-06-02,105.0,2020-08-16,2023-02-24 17:04:23.131503,user6,2020-02-11 17:04:23.131996,insrt_user1,2024-04-02 17:04:23.132414,mod_user5
2911712,14,70,3,2010-03-08,2,,1.0,2020-09-17,2023-10-05 17:04:23.131505,user7,2020-08-13 17:04:23.131997,insrt_user2,2024-05-07 17:04:23.132417,mod_user6
3533942,32,40,4,2003-10-20,4,2016-05-17,29.0,2021-03-24,2024-02-14 17:04:23.131508,user8,2021-06-03 17:04:23.131998,insrt_user3,2025-05-07 17:04:23.132419,mod_user0
7588049,29,0,5,2005-01-30,4,2020-06-08,,2021-02-27,2024-04-10 17:04:23.131510,user9,2019-12-11 17:04:23.131999,insrt_user4,2025-01-11 17:04:23.132421,mod_user1
5795468,14,0,2,2003-09-27,1,2020-06-20,14.0,2021-04-04,2024-07-31 17:04:23.131512,user0,2021-11-29 17:04:23.132001,insrt_user0,2025-02-04 17:04:23.132423,mod_user2
9857120,31,20,4,2001-05-14,9,,,2022-08-09,2023-05-27 17:04:23.131514,user1,2020-10-05 17:04:23.132002,insrt_user1,2024-02-05 17:04:23.132426,mod_user3
1708456,23,10,2,2004-08-07,5,,,2021-11-06,2024-01-21 17:04:23.131517,user2,2021-11-07 17:04:23.132003,insrt_user2,2024-05-05 17:04:23.132428,mod_user4
1753351,12,40,6,2001-05-25,4,2015-04-14,,2020-10-27,2024-08-14 17:04:23.131519,user3,2021-03-23 17:04:23.132004,insrt_user3,2024-04-22 17:04:23.132430,mod_user5
1895861,20,110,3,2011-10-22,5,,,2022-07-07,2022-11-04 17:04:23.131522,user4,2021-02-02 17:04:23.132006,insrt_user4,2024-02-05 17:04:23.132433,mod_user6
9221034,18,50,1,2003-08-17,0,,26.0,2020-10-29,2025-02-19 17:04:23.131524,user5,2022-01-30 17:04:23.132007,insrt_user0,2024-03-06 17:04:23.132435,mod_user0
9145913,18,70,3,2003-03-01,4,,23.0,2020-10-13,2022-09-19 17:04:23.131527,user6,2022-05-26 17:04:23.132008,insrt_user1,2025-05-07 17:04:23.132437,mod_user1
6840706,26,30,4,2005-01-01,8,2015-07-17,,2021-01-29,2024-09-07 17:04:23.131540,user7,2021-02-28 17:04:23.132009,insrt_user2,2025-03-14 17:04:23.132440,mod_user2
8194757,14,70,2,2008-08-07,9,,,2020-01-10,2023-01-16 17:04:23.131542,user8,2021-11-21 17:04:23.132011,insrt_user3,2025-03-25 17:04:23.132442,mod_user3
9745100,28,80,2,2009-07-18,1,2016-08-01,22.0,2021-12-07,2022-10-07 17:04:23.131543,user9,2022-03-22 17:04:23.132012,insrt_user4,2024-12-10 17:04:23.132444,mod_user4
8106319,27,0,5,2004-12-15,0,2016-01-26,,2021-09-21,2023-09-18 17:04:23.131544,user0,2020-12-23 17:04:23.132013,insrt_user0,2024-03-14 17:04:23.132446,mod_user5
3088366,31,50,2,2008-01-02,9,2018-04-17,,2020-09-26,2022-10-01 17:04:23.131546,user1,2022-07-31 17:04:23.132014,insrt_user1,2025-05-20 17:04:23.132449,mod_user6
5727171,4,80,5,2006-01-23,8,2020-06-14,,2021-08-14,2023-02-10 17:04:23.131547,user2,2020-08-22 17:04:23.132016,insrt_user2,2024-08-17 17:04:23.132452,mod_user0
8325590,6,40,6,2011-06-18,9,2016-07-07,105.0,2022-08-27,2022-10-13 17:04:23.131549,user3,2020-08-25 17:04:23.132017,insrt_user3,2025-01-24 17:04:23.132454,mod_user1
1718113,26,30,1,2001-12-14,8,2019-01-11,6.0,2021-08-27,2022-11-02 17:04:23.131551,user4,2021-09-17 17:04:23.132018,insrt_user4,2025-02-25 17:04:23.132457,mod_user2
5044157,8,10,4,2009-11-11,8,,,2022-02-16,2023-04-16 17:04:23.131553,user5,2020-10-29 17:04:23.132019,insrt_user0,2025-03-01 17:04:23.132459,mod_user3
3562022,22,50,5,2011-04-27,5,2017-11-04,,2022-04-23,2025-05-29 17:04:23.131556,user6,2020-03-20 17:04:23.132021,insrt_user1,2025-01-11 17:04:23.132461,mod_user4
9479800,11,50,1,2009-08-23,7,,0.0,2022-05-11,2025-03-08 17:04:23.131558,user7,2022-06-24 17:04:23.132024,insrt_user2,2025-05-01 17:04:23.132463,mod_user5
7183834,8,0,2,2011-09-08,0,,23.0,2020-12-26,2023-03-30 17:04:23.131560,user8,2020-11-26 17:04:23.132026,insrt_user3,2024-07-02 17:04:23.132465,mod_user6
6350273,24,90,2,2012-12-31,9,2018-08-05,,2020-09-13,2024-07-08 17:04:23.131563,user9,2021-09-17 17:04:23.132028,insrt_user4,2025-05-12 17:04:23.132468,mod_user0
4591215,5,50,1,2013-04-11,3,2016-04-22,14.0,2020-05-12,2023-03-08 17:04:23.131565,user0,2020-03-28 17:04:23.132031,insrt_user0,2025-01-06 17:04:23.132470,mod_user1
6246393,31,20,2,2003-05-28,0,,,2020-10-02,2024-03-08 17:04:23.131567,user1,2022-06-27 17:04:23.132033,insrt_user1,2024-02-10 17:04:23.132473,mod_user2
6103813,16,30,6,2010-02-26,7,2017-07-11,,2022-02-14,2024-03-04 17:04:23.131570,user2,2021-07-07 17:04:23.132036,insrt_user2,2024-07-20 17:04:23.132475,mod_user3
8931650,24,30,6,2002-12-17,0,2016-02-24,24.0,2021-11-13,2022-11-20 17:04:23.131574,user3,2019-12-11 17:04:23.132038,insrt_user3,2024-03-11 17:04:23.132478,mod_user4
1969185,32,20,1,2001-03-31,2,2015-06-06,,2022-08-29,2023-09-11 17:04:23.131575,user4,2020-09-27 17:04:23.132040,insrt_user4,2024-05-07 17:04:23.132480,mod_user5
6335937,11,110,5,2013-06-25,3,2016-07-03,24.0,2021-05-27,2024-10-23 17:04:23.131577,user5,2020-07-16 17:04:23.132043,insrt_user0,2024-12-23 17:04:23.132483,mod_user6
6542763,32,20,5,2002-06-13,7,2019-01-04,,2020-11-08,2024-12-29 17:04:23.131578,user6,2021-02-21 17:04:23.132045,insrt_user1,2024-06-17 17:04:23.132485,mod_user0
7314657,22,20,1,2003-10-16,5,2018-01-25,,2021-07-29,2023-08-06 17:04:23.131579,user7,2020-05-30 17:04:23.132047,insrt_user2,2025-04-19 17:04:23.132487,mod_user1
2002265,3,30,5,2005-05-12,9,2017-10-17,0.0,2022-06-04,2025-05-20 17:04:23.131581,user8,2020-12-02 17:04:23.132051,insrt_user3,2024-09-20 17:04:23.132489,mod_user2
2835702,27,70,5,2008-05-30,6,2017-09-23,,2022-09-06,2025-01-19 17:04:23.131582,user9,2020-01-23 17:04:23.132052,insrt_user4,2025-01-22 17:04:23.132492,mod_user3
1493338,18,30,6,2005-06-19,7,2018-12-05,20.0,2020-10-10,2022-09-11 17:04:23.131583,user0,2021-04-06 17:04:23.132053,insrt_user0,2025-04-02 17:04:23.132494,mod_user4
2304930,8,90,5,2011-09-25,1,2017-08-08,,2020-04-30,2024-08-01 17:04:23.131585,user1,2021-07-04 17:04:23.132055,insrt_user1,2025-01-01 17:04:23.132497,mod_user5
3776976,14,0,3,2001-05-19,9,,,2020-04-16,2024-08-12 17:04:23.131586,user2,2021-03-15 17:04:23.132056,insrt_user2,2024-02-20 17:04:23.132499,mod_user6
9917226,10,80,4,2003-04-29,7,,,2022-07-21,2022-09-30 17:04:23.131587,user3,2022-03-29 17:04:23.132057,insrt_user3,2024-08-18 17:04:23.132502,mod_user0
9405175,18,70,2,2004-03-11,2,,23.0,2021-11-17,2024-08-05 17:04:23.131589,user4,2022-04-09 17:04:23.132058,insrt_user4,2024-01-19 17:04:23.132504,mod_user1
4500964,4,10,3,2009-06-02,6,,,2022-09-23,2023-05-23 17:04:23.131590,user5,2020-07-21 17:04:23.132060,insrt_user0,2025-05-27 17:04:23.132512,mod_user2
4111859,16,80,5,2002-04-03,2,2020-02-01,3.0,2020-07-22,2023-04-10 17:04:23.131592,user6,2022-01-18 17:04:23.132061,insrt_user1,2024-02-20 17:04:23.132514,mod_user3
2193561,23,0,6,2002-07-17,6,2019-03-26,,2020-06-13,2025-04-19 17:04:23.131593,user7,2020-09-23 17:04:23.132062,insrt_user2,2024-04-09 17:04:23.132515,mod_user4
5920055,5,90,1,2000-05-13,1,2016-05-31,4.0,2020-10-31,2022-10-31 17:04:23.131594,user8,2021-02-20 17:04:23.132063,insrt_user3,2024-09-08 17:04:23.132516,mod_user5
5050275,24,90,5,2005-10-06,9,,,2021-05-11,2024-06-23 17:04:23.131596,user9,2022-06-30 17:04:23.132065,insrt_user4,2024-06-21 17:04:23.132517,mod_user6
5661993,10,10,6,2009-12-06,5,2020-02-09,106.0,2021-09-23,2024-07-10 17:04:23.131597,user0,2020-06-15 17:04:23.132066,insrt_user0,2025-01-22 17:04:23.132518,mod_user0
6554267,5,70,4,2013-02-01,2,2017-05-14,5.0,2021-07-09,2023-03-10 17:04:23.131598,user1,2021-08-20 17:04:23.132067,insrt_user1,2024-05-15 17:04:23.132520,mod_user1
3827525,3,110,5,2005-01-26,2,2018-02-15,6.0,2022-04-03,2024-01-20 17:04:23.131599,user2,2022-07-09 17:04:23.132068,insrt_user2,2024-09-07 17:04:23.132521,mod_user2
5456493,7,20,1,2013-06-11,8,2017-03-16,30.0,2020-06-04,2024-06-02 17:04:23.131601,user3,2021-12-20 17:04:23.132069,insrt_user3,2024-12-05 17:04:23.132522,mod_user3
3326840,29,70,6,2011-06-07,6,2020-04-16,20.0,2021-01-01,2022-12-23 17:04:23.131602,user4,2021-09-28 17:04:23.132071,insrt_user4,2024-09-21 17:04:23.132523,mod_user4
2883008,12,110,6,2008-01-12,4,,30.0,2021-12-19,2024-03-31 17:04:23.131603,user5,2020-05-20 17:04:23.132072,insrt_user0,2024-04-12 17:04:23.132524,mod_user5
4575187,5,90,6,2008-12-28,9,2017-03-25,,2022-06-20,2025-05-11 17:04:23.131605,user6,2022-04-28 17:04:23.132073,insrt_user1,2025-04-06 17:04:23.132526,mod_user6
4565854,29,30,4,2011-10-08,6,,,2021-09-11,2024-04-20 17:04:23.131606,user7,2020-09-08 17:04:23.132074,insrt_user2,2024-02-24 17:04:23.132527,mod_user0
2120607,24,0,5,2007-09-12,8,,1.0,2020-09-07,2023-09-21 17:04:23.131607,user8,2022-03-17 17:04:23.132076,insrt_user3,2024-03-01 17:04:23.132528,mod_user1
4569165,32,10,4,2003-06-04,0,2015-08-04,6.0,2022-08-14,2024-06-30 17:04:23.131609,user9,2020-07-27 17:04:23.132077,insrt_user4,2024-02-16 17:04:23.132529,mod_user2
1114313,14,0,2,2009-08-13,6,,26.0,2022-07-04,2023-03-09 17:04:23.131610,user0,2020-12-30 17:04:23.132078,insrt_user0,2025-03-10 17:04:23.132531,mod_user3
9196263,3,40,2,2003-06-10,5,2019-09-16,,2022-05-31,2025-02-04 17:04:23.131611,user1,2022-02-08 17:04:23.132080,insrt_user1,2024-05-04 17:04:23.132532,mod_user4
5079136,12,40,5,2009-03-30,9,,,2020-11-29,2025-01-28 17:04:23.131613,user2,2020-06-24 17:04:23.132081,insrt_user2,2025-02-22 17:04:23.132533,mod_user5
7193929,5,70,4,2009-07-18,8,2018-03-26,,2021-10-03,2024-04-28 17:04:23.131614,user3,2021-09-16 17:04:23.132082,insrt_user3,2025-01-03 17:04:23.132534,mod_user6
5064078,16,90,1,2009-10-24,0,,28.0,2022-08-26,2023-03-31 17:04:23.131615,user4,2021-05-22 17:04:23.132083,insrt_user4,2024-07-07 17:04:23.132535,mod_user0
9984619,20,90,6,2003-10-28,3,2018-07-08,,2021-05-25,2023-03-20 17:04:23.131617,user5,2020-06-29 17:04:23.132085,insrt_user0,2024-12-27 17:04:23.132536,mod_user1
2207776,18,20,6,2009-12-16,8,2018-03-26,,2020-10-19,2023-06-17 17:04:23.131618,user6,2022-05-12 17:04:23.132086,insrt_user1,2024-11-23 17:04:23.132538,mod_user2
1660543,10,20,5,2009-02-12,3,,,2020-01-20,2025-04-11 17:04:23.131619,user7,2021-12-15 17:04:23.132087,insrt_user2,2024-01-24 17:04:23.132539,mod_user3
9297241,16,20,2,2007-05-27,9,2015-11-20,,2020-10-08,2023-04-10 17:04:23.131621,user8,2020-11-12 17:04:23.132090,insrt_user3,2024-05-26 17:04:23.132544,mod_user4
1938612,28,30,2,2001-04-15,2,2017-04-23,105.0,2022-03-07,2024-07-12 17:04:23.131622,user9,2020-06-15 17:04:23.132091,insrt_user4,2024-09-11 17:04:23.132546,mod_user5
3306372,31,80,6,2003-09-15,8,,,2020-01-01,2023-04-04 17:04:23.131624,user0,2021-06-20 17:04:23.132093,insrt_user0,2025-03-13 17:04:23.132548,mod_user6
7344079,10,50,5,2007-08-15,1,,1.0,2020-04-28,2025-01-11 17:04:23.131625,user1,2021-03-06 17:04:23.132094,insrt_user1,2024-04-27 17:04:23.132550,mod_user0
6383846,22,80,4,2007-10-02,3,,,2020-02-04,2024-02-17 17:04:23.131626,user2,2021-06-09 17:04:23.132095,insrt_user2,2024-09-22 17:04:23.132553,mod_user1
9468770,20,0,2,2000-12-23,5,2015-04-05,,2020-07-16,2023-04-06 17:04:23.131628,user3,2020-05-13 17:04:23.132097,insrt_user3,2025-02-24 17:04:23.132555,mod_user2
4300754,15,80,4,2008-04-07,1,2016-09-18,,2021-04-29,2023-03-22 17:04:23.131629,user4,2021-05-16 17:04:23.132098,insrt_user4,2024-09-14 17:04:23.132557,mod_user3
6511354,24,30,2,2001-10-29,7,2017-01-24,,2022-01-26,2024-07-02 17:04:23.131631,user5,2021-11-22 17:04:23.132099,insrt_user0,2024-09-14 17:04:23.132559,mod_user4
1170722,18,0,2,2012-03-26,7,,,2020-02-28,2022-12-21 17:04:23.131632,user6,2021-11-06 17:04:23.132101,insrt_user1,2025-02-18 17:04:23.132562,mod_user5
4488838,22,80,3,2003-02-19,0,,,2022-04-16,2022-10-11 17:04:23.131633,user7,2021-10-29 17:04:23.132102,insrt_user2,2025-04-22 17:04:23.132564,mod_user6
1923566,33,30,2,2011-06-17,2,2017-03-04,4.0,2020-06-09,2024-05-24 17:04:23.131635,user8,2022-02-09 17:04:23.132103,insrt_user3,2024-09-01 17:04:23.132566,mod_user0
5831230,32,50,1,2010-03-08,9,,,2021-11-21,2023-11-15 17:04:23.131636,user9,2020-12-26 17:04:23.132104,insrt_user4,2025-02-20 17:04:23.132568,mod_user1
6675850,31,80,5,2007-07-08,8,,21.0,2020-07-24,2024-01-24 17:04:23.131638,user0,2021-06-16 17:04:23.132106,insrt_user0,2024-06-07 17:04:23.132570,mod_user2
7400401,15,30,5,2001-06-23,4,2015-03-10,29.0,2020-01-12,2023-12-10 17:04:23.131640,user1,2020-11-04 17:04:23.132107,insrt_user1,2024-05-17 17:04:23.132572,mod_user3
5709270,11,20,4,2007-08-11,5,2019-08-11,23.0,2021-05-04,2023-08-02 17:04:23.131642,user2,2020-12-11 17:04:23.132108,insrt_user2,2024-07-28 17:04:23.132575,mod_user4
3535409,18,90,2,2013-08-04,3,2015-01-11,,2020-10-02,2023-05-12 17:04:23.131645,user3,2022-07-12 17:04:23.132110,insrt_user3,2024-10-23 17:04:23.132577,mod_user5
4743928,15,20,1,2011-04-29,9,2018-07-01,,2021-11-23,2024-12-27 17:04:23.131647,user4,2020-03-07 17:04:23.132111,insrt_user4,2024-07-28 17:04:23.132579,mod_user6
8470432,2,90,4,2013-03-28,1,2020-02-09,,2020-08-29,2024-08-14 17:04:23.131649,user5,2022-08-24 17:04:23.132112,insrt_user0,2024-04-07 17:04:23.132581,mod_user0
4105258,31,10,3,2010-05-03,7,2017-05-21,,2020-08-03,2023-08-23 17:04:23.131652,user6,2020-11-17 17:04:23.132113,insrt_user1,2025-01-28 17:04:23.132583,mod_user1
5008677,8,10,4,2006-11-13,5,,105.0,2020-09-07,2025-01-08 17:04:23.131654,user7,2021-08-01 17:04:23.132115,insrt_user2,2024-04-05 17:04:23.132585,mod_user2
8636851,11,10,4,2007-08-11,4,,,2022-03-21,2025-02-15 17:04:23.131657,user8,2020-03-11 17:04:23.132116,insrt_user3,2024-10-13 17:04:23.132587,mod_user3
6653178,33,50,2,2002-07-13,8,,,2020-05-05,2024-04-07 17:04:23.131670,user9,2020-11-26 17:04:23.132117,insrt_user4,2024-12-05 17:04:23.132589,mod_user4
1715549,2,20,3,2008-02-04,0,,24.0,2022-09-20,2023-08-01 17:04:23.131673,user0,2019-12-30 17:04:23.132119,insrt_user0,2025-03-30 17:04:23.132592,mod_user5
2721617,14,90,4,2004-04-30,4,2017-03-25,23.0,2020-08-04,2023-08-13 17:04:23.131674,user1,2021-04-08 17:04:23.132120,insrt_user1,2024-02-02 17:04:23.132594,mod_user6
9423277,10,30,1,2009-02-06,5,,30.0,2020-11-01,2025-05-30 17:04:23.131676,user2,2020-11-18 17:04:23.132121,insrt_user2,2025-02-05 17:04:23.132596,mod_user0
3888887,33,0,1,2012-04-12,4,,,2022-03-07,2022-10-30 17:04:23.131677,user3,2021-03-12 17:04:23.132122,insrt_user3,2024-11-22 17:04:23.132599,mod_user1
3158248,13,30,5,2000-09-12,5,,,2020-07-03,2023-10-21 17:04:23.131678,user4,2022-01-11 17:04:23.132124,insrt_user4,2025-03-31 17:04:23.132601,mod_user2
2295829,26,0,3,2013-02-25,5,,5.0,2020-02-08,2023-08-27 17:04:23.131679,user5,2021-11-30 17:04:23.132125,insrt_user0,2024-09-18 17:04:23.132603,mod_user3
6561836,23,40,3,2005-01-12,6,2015-08-06,,2020-08-10,2025-03-03 17:04:23.131680,user6,2021-09-22 17:04:23.132126,insrt_user1,2024-02-04 17:04:23.132605,mod_user4
4473450,10,30,5,2005-04-28,3,,,2020-07-02,2024-06-21 17:04:23.131682,user7,2020-12-17 17:04:23.132127,insrt_user2,2025-05-25 17:04:23.132608,mod_user5
9200257,4,80,4,2000-01-10,7,2019-06-28,,2021-05-09,2024-06-16 17:04:23.131683,user8,2022-05-24 17:04:23.132129,insrt_user3,2024-12-28 17:04:23.132610,mod_user6
9230867,4,80,3,2007-11-11,6,,,2021-03-02,2024-02-28 17:04:23.131684,user9,2020-12-14 17:04:23.132130,insrt_user4,2025-03-01 17:04:23.132612,mod_user0
1972903,2,70,1,2002-03-08,8,2018-05-18,,2020-06-26,2024-09-11 17:04:23.131685,user0,2021-04-06 17:04:23.132131,insrt_user0,2024-02-17 17:04:23.132615,mod_user1
9796990,6,20,1,2013-08-12,6,2017-09-11,,2022-07-07,2024-06-15 17:04:23.131686,user1,2019-12-30 17:04:23.132133,insrt_user1,2025-05-18 17:04:23.132677,mod_user2
7448225,12,0,2,2002-10-12,2,,4.0,2021-03-03,2025-02-13 17:04:23.131688,user2,2020-04-16 17:04:23.132134,insrt_user2,2024-03-03 17:04:23.132680,mod_user3
7994666,8,0,3,2004-12-29,2,2019-07-05,1.0,2020-10-20,2023-10-24 17:04:23.131690,user3,2021-12-31 17:04:23.132135,insrt_user3,2024-10-15 17:04:23.132682,mod_user4
9667231,32,20,4,2012-03-27,7,,106.0,2022-05-01,2025-04-23 17:04:23.131692,user4,2021-09-06 17:04:23.132136,insrt_user4,2025-03-07 17:04:23.132685,mod_user5
7555534,11,50,5,2008-08-02,4,,,2020-05-30,2022-12-05 17:04:23.131695,user5,2021-10-19 17:04:23.132138,insrt_user0,2025-01-19 17:04:23.132687,mod_user6
7398085,8,70,5,2006-01-02,3,2016-11-13,,2021-01-18,2024-12-24 17:04:23.131697,user6,2020-12-11 17:04:23.132139,insrt_user1,2024-11-30 17:04:23.132689,mod_user0
1794467,11,50,4,2000-08-11,7,,,2021-09-29,2023-10-27 17:04:23.131699,user7,2021-11-23 17:04:23.132140,insrt_user2,2024-05-11 17:04:23.132691,mod_user1
6590771,10,50,6,2013-07-19,5,,8.0,2022-03-23,2022-10-16 17:04:23.131702,user8,2022-04-09 17:04:23.132142,insrt_user3,2025-03-31 17:04:23.132693,mod_user2
6227115,14,50,2,2011-05-21,1,2015-12-22,104.0,2020-11-03,2024-07-24 17:04:23.131705,user9,2022-06-13 17:04:23.132143,insrt_user4,2024-10-25 17:04:23.132697,mod_user3
9065247,3,20,5,2010-09-30,3,,,2020-12-01,2024-10-03 17:04:23.131707,user0,2020-01-13 17:04:23.132144,insrt_user0,2024-04-22 17:04:23.132699,mod_user4
5246907,2,50,3,2013-02-05,3,2018-09-09,-99.0,2022-08-03,2022-11-06 17:04:23.131709,user1,2021-07-26 17:04:23.132146,insrt_user1,2024-09-28 17:04:23.132701,mod_user5
7996215,20,80,2,2010-12-14,5,,,2022-01-15,2024-03-13 17:04:23.131712,user2,2020-01-01 17:04:23.132147,insrt_user2,2024-10-14 17:04:23.132703,mod_user6
8728885,28,10,3,2004-06-21,5,2017-06-06,8.0,2022-06-10,2024-08-07 17:04:23.131714,user3,2021-06-06 17:04:23.132148,insrt_user3,2025-03-14 17:04:23.132705,mod_user0
1830908,28,40,1,2005-11-22,0,2020-01-03,21.0,2021-01-09,2022-10-23 17:04:23.131716,user4,2020-08-23 17:04:23.132150,insrt_user4,2025-01-03 17:04:23.132708,mod_user1
3307407,33,0,2,2001-05-25,7,2020-02-07,7.0,2020-01-08,2025-04-26 17:04:23.131718,user5,2020-06-27 17:04:23.132151,insrt_user0,2025-01-14 17:04:23.132710,mod_user2
9413621,6,0,5,2001-01-19,5,2015-05-07,4.0,2020-12-06,2025-03-09 17:04:23.131720,user6,2022-03-28 17:04:23.132152,insrt_user1,2024-02-16 17:04:23.132712,mod_user3
7845371,4,40,2,2001-02-08,2,,106.0,2020-05-08,2024-03-06 17:04:23.131723,user7,2020-07-13 17:04:23.132153,insrt_user2,2024-07-22 17:04:23.132715,mod_user4
3595150,14,20,2,2012-08-18,8,2017-10-05,,2022-02-14,2022-12-28 17:04:23.131725,user8,2021-06-02 17:04:23.132155,insrt_user3,2024-05-21 17:04:23.132717,mod_user5
2199434,10,30,2,2012-07-07,1,,30.0,2021-10-30,2023-04-18 17:04:23.131727,user9,2021-03-04 17:04:23.132156,insrt_user4,2024-04-04 17:04:23.132719,mod_user6
2465469,29,20,6,2005-06-23,7,,,2020-12-17,2023-03-02 17:04:23.131730,user0,2021-04-23 17:04:23.132157,insrt_user0,2024-05-08 17:04:23.132722,mod_user0
9723179,4,0,2,2007-07-19,9,,5.0,2020-12-23,2024-05-12 17:04:23.131733,user1,2020-08-28 17:04:23.132158,insrt_user1,2025-03-28 17:04:23.132724,mod_user1
1812393,2,0,3,2004-07-26,2,2020-04-12,7.0,2021-05-31,2024-12-11 17:04:23.131735,user2,2021-04-14 17:04:23.132160,insrt_user2,2025-05-19 17:04:23.132727,mod_user2
2439533,4,40,1,2003-12-31,4,,4.0,2021-05-09,2024-05-21 17:04:23.131739,user3,2020-11-20 17:04:23.132161,insrt_user3,2024-10-31 17:04:23.132730,mod_user3
8219403,6,50,4,2009-12-15,5,2015-02-20,,2020-03-26,2023-07-17 17:04:23.131740,user4,2020-06-23 17:04:23.132162,insrt_user4,2024-02-13 17:04:23.132731,mod_user4
6173962,18,20,2,2007-06-17,9,2017-11-18,24.0,2020-06-23,2024-06-04 17:04:23.131741,user5,2021-05-12 17:04:23.132164,insrt_user0,2024-10-02 17:04:23.132732,mod_user5
3037134,16,90,5,2013-03-02,5,2019-01-25,5.0,2022-03-12,2023-11-20 17:04:23.131742,user6,2020-11-11 17:04:23.132165,insrt_user1,2024-01-25 17:04:23.132734,mod_user6
4490138,4,40,2,2011-06-10,3,,4.0,2020-07-11,2022-12-23 17:04:23.131743,user7,2022-05-14 17:04:23.132166,insrt_user2,2024-10-31 17:04:23.132735,mod_user0
2757089,2,80,5,2005-08-10,2,2018-08-13,,2020-11-06,2025-01-11 17:04:23.131744,user8,2020-08-17 17:04:23.132167,insrt_user3,2024-12-02 17:04:23.132736,mod_user1
5781549,6,0,3,2011-05-09,3,,,2020-04-28,2022-12-27 17:04:23.131746,user9,2021-02-04 17:04:23.132169,insrt_user4,2024-06-28 17:04:23.132738,mod_user2
9359260,32,40,5,2013-02-01,0,,,2020-08-05,2022-11-26 17:04:23.131747,user0,2021-09-09 17:04:23.132170,insrt_user0,2024-02-02 17:04:23.132739,mod_user3
9625890,28,20,4,2001-12-17,3,,,2021-03-02,2025-02-03 17:04:23.131748,user1,2021-09-29 17:04:23.132172,insrt_user1,2024-12-10 17:04:23.132740,mod_user4
3817537,16,0,1,2012-06-10,0,,23.0,2022-08-27,2024-08-28 17:04:23.131750,user2,2020-07-27 17:04:23.132173,insrt_user2,2024-12-23 17:04:23.132741,mod_user5
2111103,8,30,5,2013-08-16,0,2017-03-24,,2021-02-17,2023-06-06 17:04:23.131751,user3,2019-12-23 17:04:23.132174,insrt_user3,2024-12-19 17:04:23.132743,mod_user6
6262050,11,40,5,2012-07-19,9,2019-06-25,7.0,2020-04-23,2024-10-24 17:04:23.131752,user4,2020-08-05 17:04:23.132175,insrt_user4,2024-02-22 17:04:23.132744,mod_user0
3699743,18,70,1,2004-12-28,5,,,2022-09-04,2022-12-09 17:04:23.131753,user5,2020-01-10 17:04:23.132177,insrt_user0,2024-02-04 17:04:23.132745,mod_user1
6707147,18,0,4,2005-09-12,4,,,2020-05-24,2025-05-06 17:04:23.131754,user6,2021-06-13 17:04:23.132178,insrt_user1,2024-01-21 17:04:23.132746,mod_user2
4572485,32,20,2,2009-05-12,3,,104.0,2021-06-21,2023-12-28 17:04:23.131755,user7,2020-05-15 17:04:23.132179,insrt_user2,2024-11-25 17:04:23.132747,mod_user3
