CIFDB_ACCT_ID,MRCHNT_DBA_NM,TRAN_DATE,TRAN_POST_DATE,TRAN_CD,TRAN_CAT_CD,TRANS_FRAUD_FLAG,TRAN_AMT,INCHG_FEE,DBR_CD_ID,MRCHNT_CITY_NM,MRCHNT_STATE_CD,Status,Description,CIFDB_ACCNT_ID,ELCTRNC_PYMT_VALUE
5371458,Watkins LLC,01/31/2025,04/21/2025,108,19,N,8512.88,142.7,,North Nicholasfort,MN,Successful,Watkins LLC transaction of $8512.88 was successful.,1450193,Y
8922531,Kramer and Sons,12/05/2024,01/17/2025,108,19,N,5300.74,81.25,C,South Adrienne,KS,Successful,Kramer and Sons transaction of $5300.74 was successful.,9465947,N
4360419,Fletcher Inc,04/07/2025,12/28/2024,108,19,N,1436.53,38.15,C,Port Jessicachester,CA,Successful,Fletcher Inc transaction of $1436.53 was successful.,7901753,Y
9180249,"Garner, Floyd and Bryant",05/30/2025,03/13/2025,108,19,N,6346.82,32.48,D,Lake Seanville,IN,Successful,"Garner, Floyd and Bryant transaction of $6346.82 was successful.",5411317,Y
3828735,"Gibson, Patton and Bennett",05/01/2025,03/11/2025,374,19,N,7853.18,192.35,C,Sandraborough,ND,Returned,"Gibson, Patton and Bennett transaction of $7853.18 was returned.",9934394,N
8204299,Burton Group,04/20/2025,02/07/2025,374,19,N,3836.25,22.8,C,Timothyville,GA,Returned,Burton Group transaction of $3836.25 was returned.,4496123,N
1236174,"Williams, Bailey and Schultz",04/13/2025,05/26/2025,108,19,Y,6769.1,139.9,C,West Larry,MA,Successful,"Williams, Bailey and Schultz transaction of $6769.1 was successful.",7856319,Y
6777230,"Yates, Harris and Cummings",12/02/2024,03/08/2025,108,19,Y,3838.59,75.68,C,West Geoffreyhaven,KY,Successful,"Yates, Harris and Cummings transaction of $3838.59 was successful.",1239215,N
1767026,Moore-Evans,12/21/2024,01/23/2025,374,19,N,7279.68,144.93,D,South Jeffreyfort,NC,Returned,Moore-Evans transaction of $7279.68 was returned.,9457319,N
3244614,Evans-Ruiz,02/20/2025,04/14/2025,108,19,N,7502.41,68.44,D,Jonborough,TX,Successful,Evans-Ruiz transaction of $7502.41 was successful.,2116968,N
4832222,Lopez-Griffith,04/16/2025,01/22/2025,108,19,Y,7342.1,144.95,C,Faithbury,NV,Successful,Lopez-Griffith transaction of $7342.1 was successful.,8374167,N
7150383,"Rose, Porter and Thomas",02/02/2025,05/16/2025,108,19,N,8766.06,99.89,,Jimmyport,VT,Successful,"Rose, Porter and Thomas transaction of $8766.06 was successful.",9593978,N
1804641,Parker Ltd,03/31/2025,12/22/2024,374,19,Y,487.11,3.85,D,Petersontown,MA,Returned,Parker Ltd transaction of $487.11 was returned.,6721238,N
3073581,Price LLC,12/12/2024,01/23/2025,108,19,N,7020.17,71.17,,Port Brendaborough,MS,Successful,Price LLC transaction of $7020.17 was successful.,3680900,Y
6051895,"Freeman, Carter and Garcia",02/15/2025,12/10/2024,108,19,N,6229.86,140.28,D,Blakeborough,AL,Successful,"Freeman, Carter and Garcia transaction of $6229.86 was successful.",2887925,N
9582968,Nunez-Mooney,01/28/2025,03/23/2025,108,19,N,1144.56,8.76,C,West Catherinechester,MT,Successful,Nunez-Mooney transaction of $1144.56 was successful.,4965862,Y
5412305,Hernandez Inc,03/21/2025,02/16/2025,374,19,N,7035.85,87.13,C,North Kevin,AR,Returned,Hernandez Inc transaction of $7035.85 was returned.,6227642,N
4484526,Ball-Lopez,01/06/2025,04/12/2025,374,19,Y,32.37,0.71,C,North Erinmouth,ID,Returned,Ball-Lopez transaction of $32.37 was returned.,9163815,N
3502229,Patterson-Bowman,01/08/2025,03/20/2025,374,19,Y,9048.27,190.99,D,Stevenburgh,MD,Returned,Patterson-Bowman transaction of $9048.27 was returned.,2280665,N
5431282,"Gillespie, Alexander and Edwards",02/10/2025,04/15/2025,374,19,Y,8132.72,218.39,D,Christinefurt,CO,Returned,"Gillespie, Alexander and Edwards transaction of $8132.72 was returned.",3124909,N
6246354,Juarez Ltd,02/04/2025,03/07/2025,108,19,Y,8513.2,232.05,C,Port Corystad,WI,Successful,Juarez Ltd transaction of $8513.2 was successful.,3805653,Y
3860721,Allen-Cobb,12/24/2024,05/03/2025,108,19,N,9551.12,111.82,,Wandafurt,TX,Successful,Allen-Cobb transaction of $9551.12 was successful.,3043611,N
7251562,Dean-Torres,05/25/2025,04/05/2025,374,19,Y,4010.77,116.54,D,Simpsontown,NH,Returned,Dean-Torres transaction of $4010.77 was returned.,8127855,N
9023619,Smith-Spencer,03/09/2025,03/10/2025,108,19,Y,1329.45,30.79,C,Jillberg,NM,Successful,Smith-Spencer transaction of $1329.45 was successful.,9359044,N
7979786,Martin Group,04/28/2025,02/26/2025,108,19,N,1816.7,26.33,D,Lake Jillport,HI,Successful,Martin Group transaction of $1816.7 was successful.,8679222,Y
3192032,Ramirez-Foster,05/16/2025,05/16/2025,374,19,Y,8876.5,142.18,C,East Lisaland,AL,Returned,Ramirez-Foster transaction of $8876.5 was returned.,6600169,N
6272037,Sweeney-Jackson,04/16/2025,01/20/2025,108,19,N,5193.4,115.32,,Ianstad,MA,Successful,Sweeney-Jackson transaction of $5193.4 was successful.,1927046,Y
8261982,Wheeler-Nash,12/21/2024,02/18/2025,108,19,N,3460.77,75.82,D,New Johnborough,RI,Successful,Wheeler-Nash transaction of $3460.77 was successful.,5400290,Y
1915467,Riley-Vang,05/06/2025,01/11/2025,374,19,N,8519.45,227.77,C,Yangview,FL,Returned,Riley-Vang transaction of $8519.45 was returned.,8961711,N
6379342,Fox Ltd,05/08/2025,12/13/2024,374,19,N,508.26,5.37,,New Danielfort,MO,Returned,Fox Ltd transaction of $508.26 was returned.,3250944,N
7765865,Goodman-Miller,04/05/2025,04/10/2025,374,19,N,4444.67,85.9,C,East Elizabethshire,MI,Returned,Goodman-Miller transaction of $4444.67 was returned.,5829115,N
8500558,Hobbs PLC,05/11/2025,12/30/2024,374,19,N,7453.66,40.58,D,Sullivanport,MD,Returned,Hobbs PLC transaction of $7453.66 was returned.,5403073,N
1601160,Allen-Morrison,04/07/2025,05/13/2025,374,19,Y,7918.87,230.28,,Wardmouth,VA,Returned,Allen-Morrison transaction of $7918.87 was returned.,2416031,N
9528492,Fuller Ltd,04/28/2025,05/19/2025,108,19,N,9503.8,133.85,C,East April,ND,Successful,Fuller Ltd transaction of $9503.8 was successful.,4102343,N
8624573,Glenn-Morrow,02/07/2025,05/15/2025,108,19,N,7160.56,56.21,,Port Dennisfurt,VA,Successful,Glenn-Morrow transaction of $7160.56 was successful.,1144353,N
1036858,Avila-Neal,03/05/2025,01/13/2025,108,19,N,5479.17,78.61,C,Lake Eduardo,AL,Successful,Avila-Neal transaction of $5479.17 was successful.,2893350,Y
3754070,Tucker Group,02/03/2025,02/24/2025,108,19,N,1074.08,21.77,C,South Jacobview,CO,Successful,Tucker Group transaction of $1074.08 was successful.,8021746,N
7591709,"Francis, Miller and Butler",04/19/2025,02/10/2025,108,19,Y,7169.3,55.16,D,Jonathanstad,NM,Successful,"Francis, Miller and Butler transaction of $7169.3 was successful.",9512635,N
3067274,Cooper and Sons,04/12/2025,03/29/2025,108,19,Y,9638.73,49.24,,West Christinemouth,VT,Successful,Cooper and Sons transaction of $9638.73 was successful.,1006856,N
8261353,Mitchell and Sons,02/01/2025,12/13/2024,108,19,Y,6919.72,64.64,C,Lake Derekborough,NY,Successful,Mitchell and Sons transaction of $6919.72 was successful.,5537506,Y
7499587,"Barnes, Brown and Bradshaw",02/01/2025,03/17/2025,108,19,N,4189.55,84.73,,Jonesfort,MA,Successful,"Barnes, Brown and Bradshaw transaction of $4189.55 was successful.",2249466,Y
5590177,Morris-Henderson,05/05/2025,04/09/2025,374,19,N,4531.19,37.76,D,North Tracy,CO,Returned,Morris-Henderson transaction of $4531.19 was returned.,4354253,N
6266549,Moore-Murphy,02/12/2025,01/04/2025,374,19,Y,2101.08,48.03,,South Tylermouth,TX,Returned,Moore-Murphy transaction of $2101.08 was returned.,9633941,N
3225862,"Brown, Johnson and Brock",04/11/2025,01/16/2025,374,19,N,7104.98,170.66,,Elizabethton,KS,Returned,"Brown, Johnson and Brock transaction of $7104.98 was returned.",8616598,N
8004117,Douglas and Sons,01/21/2025,04/23/2025,374,19,N,8084.01,146.06,C,Lauriebury,MS,Returned,Douglas and Sons transaction of $8084.01 was returned.,9117823,N
3438177,Miller Group,05/03/2025,05/18/2025,374,19,Y,2673.45,65.87,D,Jenniferbury,AR,Returned,Miller Group transaction of $2673.45 was returned.,5333310,N
3456660,Fleming-Hamilton,05/04/2025,02/11/2025,108,19,Y,7537.17,43.77,D,New Annfort,ME,Successful,Fleming-Hamilton transaction of $7537.17 was successful.,4498881,Y
4763253,Forbes-Reynolds,02/22/2025,01/05/2025,374,19,Y,5111.67,127.39,,North Carlos,OR,Returned,Forbes-Reynolds transaction of $5111.67 was returned.,4751176,N
1788191,"Porter, Phillips and Russell",01/14/2025,01/11/2025,108,19,N,9567.24,281.23,D,Vanessafurt,UT,Successful,"Porter, Phillips and Russell transaction of $9567.24 was successful.",4456776,Y
1217520,Schultz-Spencer,03/15/2025,03/07/2025,374,19,N,8300.68,230.65,,West Jeffery,CA,Returned,Schultz-Spencer transaction of $8300.68 was returned.,7637366,N
4296204,Garcia-Farmer,12/14/2024,02/06/2025,108,19,N,1778.37,39.24,C,East Daniel,MD,Successful,Garcia-Farmer transaction of $1778.37 was successful.,1322046,N
9620919,Roberts-Jackson,01/27/2025,12/30/2024,108,19,Y,4287.94,81.11,C,Evelynmouth,MS,Successful,Roberts-Jackson transaction of $4287.94 was successful.,4613710,Y
5278461,Roberts-Vazquez,03/09/2025,05/19/2025,374,19,N,7098.34,62.96,C,Danieltown,SC,Returned,Roberts-Vazquez transaction of $7098.34 was returned.,2851750,N
1853212,"Martinez, Ferguson and Mckenzie",02/08/2025,03/23/2025,374,19,N,7900.13,148.16,C,West Michael,NJ,Returned,"Martinez, Ferguson and Mckenzie transaction of $7900.13 was returned.",1111946,N
9814666,Jones Inc,04/23/2025,01/25/2025,374,19,Y,7863.65,70.65,,North Heatherside,AZ,Returned,Jones Inc transaction of $7863.65 was returned.,3664892,N
2542590,Willis-Fitzpatrick,05/22/2025,12/07/2024,108,19,Y,6635.03,88.09,D,Aprilfurt,KS,Successful,Willis-Fitzpatrick transaction of $6635.03 was successful.,2203917,N
9900294,Boyer Inc,02/17/2025,12/27/2024,108,19,Y,6691.04,108.0,,New Melvinville,NY,Successful,Boyer Inc transaction of $6691.04 was successful.,1627658,Y
1669029,"Knapp, Long and Washington",02/25/2025,12/08/2024,374,19,N,9159.74,262.19,D,Kingfurt,MI,Returned,"Knapp, Long and Washington transaction of $9159.74 was returned.",3165608,N
5745083,"Nichols, Miller and Hernandez",02/01/2025,12/17/2024,108,19,N,4870.61,60.45,,Jamesborough,MA,Successful,"Nichols, Miller and Hernandez transaction of $4870.61 was successful.",9365765,Y
6373956,Bridges-Villa,04/15/2025,04/11/2025,108,19,Y,1678.11,48.51,,Rachelville,MO,Successful,Bridges-Villa transaction of $1678.11 was successful.,8834008,N
2098434,"Baxter, Mccarty and Black",05/12/2025,01/01/2025,374,19,N,8357.47,84.74,,Rachelbury,OK,Returned,"Baxter, Mccarty and Black transaction of $8357.47 was returned.",3305113,N
2209981,"Steele, Juarez and Johnson",01/10/2025,03/13/2025,108,19,N,7170.1,42.64,C,Port Stephanie,MS,Successful,"Steele, Juarez and Johnson transaction of $7170.1 was successful.",8430892,N
3986212,Hickman Inc,01/15/2025,01/12/2025,374,19,Y,9110.31,138.39,D,Brianfurt,CO,Returned,Hickman Inc transaction of $9110.31 was returned.,6807250,N
8264954,Turner-Duke,12/27/2024,05/29/2025,108,19,N,6734.62,123.72,,Smithchester,VT,Successful,Turner-Duke transaction of $6734.62 was successful.,8273878,N
1763646,Horn-Bowman,01/21/2025,01/19/2025,108,19,Y,2901.92,64.27,,South Steve,AR,Successful,Horn-Bowman transaction of $2901.92 was successful.,8243394,Y
5723078,Perry Group,12/23/2024,01/13/2025,108,19,N,8222.11,47.45,C,Davidland,NH,Successful,Perry Group transaction of $8222.11 was successful.,5520289,N
3288101,"Williams, Vasquez and Morales",04/16/2025,01/09/2025,374,19,Y,2984.07,81.09,,West Joseph,MD,Returned,"Williams, Vasquez and Morales transaction of $2984.07 was returned.",6148771,N
1187069,Walls LLC,05/17/2025,01/04/2025,108,19,Y,422.52,8.16,D,East Kristen,TN,Successful,Walls LLC transaction of $422.52 was successful.,6703577,N
6111869,Mueller Group,05/13/2025,05/25/2025,108,19,Y,4129.48,87.33,,Moodyside,UT,Successful,Mueller Group transaction of $4129.48 was successful.,3834814,Y
3700366,Smith-Olson,05/15/2025,02/17/2025,108,19,N,1947.29,18.57,,Stoutside,SC,Successful,Smith-Olson transaction of $1947.29 was successful.,2813971,Y
8738745,Walters-Rodgers,03/26/2025,03/05/2025,374,19,N,6718.49,75.7,C,Jessicaside,PA,Returned,Walters-Rodgers transaction of $6718.49 was returned.,8223316,N
6550757,"Diaz, Navarro and Oliver",03/16/2025,12/24/2024,374,19,Y,1004.95,20.59,C,New Glennshire,MI,Returned,"Diaz, Navarro and Oliver transaction of $1004.95 was returned.",9726479,N
9151398,Mendoza-Lynch,05/22/2025,03/04/2025,374,19,N,6936.11,61.11,,North Marcusmouth,HI,Returned,Mendoza-Lynch transaction of $6936.11 was returned.,7026686,N
6307189,Reyes and Sons,01/17/2025,04/04/2025,374,19,Y,3135.58,77.27,,Oscarbury,LA,Returned,Reyes and Sons transaction of $3135.58 was returned.,3847398,N
5641917,"Terry, Jones and Rodriguez",01/16/2025,03/13/2025,374,19,N,8779.47,145.49,D,New Robert,OH,Returned,"Terry, Jones and Rodriguez transaction of $8779.47 was returned.",5174591,N
9170024,Hunt and Sons,02/07/2025,01/13/2025,108,19,Y,6457.29,45.52,D,New Heather,NM,Successful,Hunt and Sons transaction of $6457.29 was successful.,6624960,N
4295580,"Brock, Mitchell and Clark",03/07/2025,02/01/2025,108,19,Y,8921.59,234.1,,East Lori,GA,Successful,"Brock, Mitchell and Clark transaction of $8921.59 was successful.",6338389,N
7797028,Hutchinson PLC,05/03/2025,01/28/2025,374,19,Y,5518.18,102.56,,Matahaven,UT,Returned,Hutchinson PLC transaction of $5518.18 was returned.,2331058,N
3493647,"Rodriguez, Robinson and Faulkner",05/07/2025,01/28/2025,108,19,Y,8914.92,175.98,D,Lake Rebeccafurt,NM,Successful,"Rodriguez, Robinson and Faulkner transaction of $8914.92 was successful.",5289885,Y
8796391,"Bartlett, Chen and Williams",01/13/2025,05/22/2025,108,19,N,3641.84,19.17,C,Jonesbury,OH,Successful,"Bartlett, Chen and Williams transaction of $3641.84 was successful.",8617992,N
9625782,Holland-Holt,01/06/2025,03/21/2025,108,19,Y,1795.56,51.56,,Lindaport,AK,Successful,Holland-Holt transaction of $1795.56 was successful.,4312727,N
9111841,Lang-Adkins,04/02/2025,01/22/2025,374,19,Y,7615.92,82.2,D,Matamouth,CA,Returned,Lang-Adkins transaction of $7615.92 was returned.,3247715,N
4926181,Jacobson-Fisher,12/07/2024,05/13/2025,108,19,N,3883.99,108.55,C,Martinmouth,ND,Successful,Jacobson-Fisher transaction of $3883.99 was successful.,2604002,N
6437011,"Collins, Walker and Ingram",12/18/2024,02/05/2025,374,19,N,5788.42,111.45,D,Codymouth,MD,Returned,"Collins, Walker and Ingram transaction of $5788.42 was returned.",1765409,N
7128662,"Dalton, Gray and Patton",05/29/2025,05/27/2025,374,19,N,3766.41,104.26,,East Tiffanyville,CT,Returned,"Dalton, Gray and Patton transaction of $3766.41 was returned.",8939079,N
6920646,Shepherd-Smith,05/24/2025,05/28/2025,374,19,N,8872.28,45.82,C,Nelsonport,WY,Returned,Shepherd-Smith transaction of $8872.28 was returned.,8565882,N
3778404,Murray LLC,04/27/2025,12/02/2024,108,19,N,2119.11,20.5,D,Port Anna,TN,Successful,Murray LLC transaction of $2119.11 was successful.,6809080,N
4864570,"Leonard, Martinez and Bennett",03/18/2025,12/11/2024,108,19,Y,4817.76,81.76,C,Lake Zacharyhaven,WV,Successful,"Leonard, Martinez and Bennett transaction of $4817.76 was successful.",1419414,Y
7893744,Dunn-Cervantes,02/12/2025,02/17/2025,108,19,Y,1283.21,25.42,C,Henryborough,WA,Successful,Dunn-Cervantes transaction of $1283.21 was successful.,4062342,Y
3463987,"Johnson, Moore and Thomas",02/12/2025,04/08/2025,108,19,N,9224.86,165.27,D,South Natalieside,MI,Successful,"Johnson, Moore and Thomas transaction of $9224.86 was successful.",6213054,N
5755579,"Reid, Watson and Ellis",04/20/2025,04/22/2025,108,19,N,6067.23,101.84,D,Trevorville,MO,Successful,"Reid, Watson and Ellis transaction of $6067.23 was successful.",9159709,N
4680314,"Merritt, Spears and Allen",04/21/2025,02/26/2025,374,19,Y,6234.0,110.78,C,East Daniel,TX,Returned,"Merritt, Spears and Allen transaction of $6234.0 was returned.",2324090,N
8607966,Bridges-Ramirez,03/29/2025,03/15/2025,108,19,Y,3785.22,31.44,C,Serranoport,ME,Successful,Bridges-Ramirez transaction of $3785.22 was successful.,5520732,N
9769641,Johnson-Mora,01/13/2025,12/11/2024,108,19,Y,6057.08,57.15,,Dominguezfurt,HI,Successful,Johnson-Mora transaction of $6057.08 was successful.,5189227,N
9915915,Rodriguez-Smith,12/20/2024,02/14/2025,108,19,Y,4825.0,39.85,,New Virginia,LA,Successful,Rodriguez-Smith transaction of $4825.0 was successful.,4750979,Y
8239315,"Phillips, Rodriguez and Becker",04/17/2025,05/26/2025,108,19,N,8748.87,196.33,D,South Kimberlyberg,MO,Successful,"Phillips, Rodriguez and Becker transaction of $8748.87 was successful.",7557227,N
9088689,Oconnor-Mason,01/20/2025,04/23/2025,108,19,Y,4257.77,48.38,C,Port Clintonburgh,WA,Successful,Oconnor-Mason transaction of $4257.77 was successful.,5151259,Y
5752426,Lewis Inc,03/10/2025,04/01/2025,108,19,N,1894.27,43.05,C,Stewartport,IL,Successful,Lewis Inc transaction of $1894.27 was successful.,4174740,Y
9720156,Pham Ltd,12/27/2024,01/05/2025,108,19,Y,6879.23,88.73,D,Amandaside,OH,Successful,Pham Ltd transaction of $6879.23 was successful.,9480590,N
3596753,"Frye, Suarez and Christensen",05/06/2025,12/07/2024,374,19,N,8550.49,133.29,D,New Anthonymouth,WA,Returned,"Frye, Suarez and Christensen transaction of $8550.49 was returned.",5933500,N
7668174,Goodwin-Nunez,05/14/2025,12/10/2024,374,19,N,1791.3,33.99,D,Toddstad,NC,Returned,Goodwin-Nunez transaction of $1791.3 was returned.,2815393,N
6144785,"Berger, Castro and Barnes",02/09/2025,03/12/2025,108,19,N,7359.15,194.1,,Mirandaside,SD,Successful,"Berger, Castro and Barnes transaction of $7359.15 was successful.",4706016,Y
4854922,"Gray, Wagner and Beard",04/26/2025,12/17/2024,108,19,Y,2148.51,32.26,D,New Jason,MO,Successful,"Gray, Wagner and Beard transaction of $2148.51 was successful.",9026393,Y
3696736,Hernandez LLC,03/04/2025,12/12/2024,374,19,Y,8233.44,138.25,,Johnfort,MS,Returned,Hernandez LLC transaction of $8233.44 was returned.,2190200,N
2478755,"Lewis, Patterson and Woods",03/18/2025,01/03/2025,374,19,Y,3711.5,75.07,,New Jeffreyberg,IN,Returned,"Lewis, Patterson and Woods transaction of $3711.5 was returned.",3892414,N
7721705,"Sanchez, Moore and Jones",01/26/2025,05/14/2025,374,19,Y,9457.43,241.22,,South Stacybury,NV,Returned,"Sanchez, Moore and Jones transaction of $9457.43 was returned.",8014698,N
8364728,Saunders Ltd,01/03/2025,01/21/2025,108,19,N,1951.49,48.0,,Ashleyview,SD,Successful,Saunders Ltd transaction of $1951.49 was successful.,4086802,Y
3843451,Solis LLC,02/25/2025,01/28/2025,108,19,N,2396.37,12.0,C,Toddborough,IA,Successful,Solis LLC transaction of $2396.37 was successful.,1525739,N
5629452,"Barnes, Walker and Nelson",12/08/2024,01/02/2025,108,19,N,4057.48,40.61,C,South Stephen,NV,Successful,"Barnes, Walker and Nelson transaction of $4057.48 was successful.",3891642,N
2512732,Lozano Group,02/19/2025,02/18/2025,108,19,N,3478.01,88.3,C,South Jamesstad,PA,Successful,Lozano Group transaction of $3478.01 was successful.,1961629,Y
8629590,"Parker, Wallace and Nelson",03/20/2025,03/12/2025,108,19,N,1754.47,30.98,,Port Toddborough,SD,Successful,"Parker, Wallace and Nelson transaction of $1754.47 was successful.",2265960,N
9441777,Francis-Thornton,12/09/2024,04/04/2025,374,19,Y,8030.41,232.22,,Hilltown,NE,Returned,Francis-Thornton transaction of $8030.41 was returned.,7193150,N
8428425,Taylor Group,01/18/2025,05/14/2025,374,19,Y,7575.95,219.94,D,Brittanychester,MS,Returned,Taylor Group transaction of $7575.95 was returned.,7128425,N
1458868,"Wright, Sparks and Ritter",02/22/2025,04/04/2025,108,19,N,680.2,14.18,C,South Lisastad,TN,Successful,"Wright, Sparks and Ritter transaction of $680.2 was successful.",3272249,N
6297082,"Moore, Coffey and Moyer",03/29/2025,02/07/2025,108,19,Y,7009.68,81.2,D,South Aaronhaven,MI,Successful,"Moore, Coffey and Moyer transaction of $7009.68 was successful.",5063424,N
7692945,Parker Ltd,03/13/2025,01/12/2025,374,19,Y,5547.74,52.49,D,North Brookemouth,MD,Returned,Parker Ltd transaction of $5547.74 was returned.,3787532,N
4666931,Perkins-Watson,04/15/2025,02/09/2025,374,19,Y,9471.45,209.11,C,Clarkfurt,OR,Returned,Perkins-Watson transaction of $9471.45 was returned.,1797375,N
4349848,Parrish-Patterson,12/03/2024,01/16/2025,374,19,N,2071.75,20.86,C,Lake Amandaburgh,IL,Returned,Parrish-Patterson transaction of $2071.75 was returned.,6052815,N
3617171,James PLC,04/26/2025,01/01/2025,108,19,Y,6759.74,145.91,,South Daryl,LA,Successful,James PLC transaction of $6759.74 was successful.,3973059,Y
1709057,Colon Ltd,12/03/2024,03/31/2025,374,19,N,4925.94,145.98,,Shannonberg,WA,Returned,Colon Ltd transaction of $4925.94 was returned.,8234245,N
9234347,Nash-Kelly,04/18/2025,01/12/2025,374,19,N,2224.82,43.2,C,East Alexis,HI,Returned,Nash-Kelly transaction of $2224.82 was returned.,9669771,N
9024879,Suarez Group,12/10/2024,05/21/2025,374,19,N,3940.2,87.31,C,Jenniferfurt,NY,Returned,Suarez Group transaction of $3940.2 was returned.,5442663,N
3019442,Marshall-Ray,03/04/2025,01/07/2025,374,19,N,6893.66,36.51,C,Jeffreyville,KS,Returned,Marshall-Ray transaction of $6893.66 was returned.,1636640,N
2690268,Lowe-Bush,04/03/2025,03/10/2025,374,19,N,1875.59,21.7,D,Carterchester,IA,Returned,Lowe-Bush transaction of $1875.59 was returned.,6876368,N
6756203,Spencer Ltd,02/25/2025,01/14/2025,374,19,N,4242.31,65.66,D,North Yolanda,CO,Returned,Spencer Ltd transaction of $4242.31 was returned.,6872935,N
7720828,Rangel Inc,05/26/2025,01/01/2025,108,19,Y,5716.24,168.53,,Chelseaburgh,CT,Successful,Rangel Inc transaction of $5716.24 was successful.,9824297,N
2675536,Patel-Mathews,04/15/2025,01/06/2025,108,19,N,8563.81,84.8,,North Jerryborough,RI,Successful,Patel-Mathews transaction of $8563.81 was successful.,4767443,Y
8935405,Alexander-Rosales,03/22/2025,04/18/2025,374,19,N,4998.48,149.4,,Lake Ethan,NV,Returned,Alexander-Rosales transaction of $4998.48 was returned.,6637547,N
9164132,Ramirez PLC,03/08/2025,04/04/2025,108,19,Y,3987.03,88.77,C,Lesliefurt,TX,Successful,Ramirez PLC transaction of $3987.03 was successful.,2752917,N
5266272,Watts-Franklin,12/19/2024,12/02/2024,374,19,N,7447.21,85.6,D,New Kenneth,NY,Returned,Watts-Franklin transaction of $7447.21 was returned.,5218351,N
6773715,"Scott, Adams and Wilson",03/02/2025,05/19/2025,108,19,Y,3514.15,77.27,,Castrofurt,ME,Successful,"Scott, Adams and Wilson transaction of $3514.15 was successful.",3251113,N
3928275,Bartlett LLC,03/05/2025,05/30/2025,374,19,N,6733.56,115.73,,Tonyberg,OK,Returned,Bartlett LLC transaction of $6733.56 was returned.,2531550,N
2315459,"Cannon, Huang and Baker",12/19/2024,12/08/2024,374,19,N,6318.96,54.48,C,Port Rachel,IN,Returned,"Cannon, Huang and Baker transaction of $6318.96 was returned.",6640192,N
8076906,James-Parker,02/23/2025,01/10/2025,374,19,Y,795.72,10.81,D,Thomasside,AL,Returned,James-Parker transaction of $795.72 was returned.,6890951,N
5888148,Lee Ltd,12/20/2024,12/29/2024,374,19,N,8877.48,217.71,D,Schwartzshire,OR,Returned,Lee Ltd transaction of $8877.48 was returned.,1214498,N
7945583,Walker and Sons,01/29/2025,05/19/2025,108,19,Y,1254.77,13.63,D,Alexanderstad,NV,Successful,Walker and Sons transaction of $1254.77 was successful.,1938765,N
4532803,Harmon Inc,02/22/2025,04/09/2025,108,19,Y,960.06,27.28,D,Lake Zachary,HI,Successful,Harmon Inc transaction of $960.06 was successful.,4335015,N
1442329,White Inc,05/17/2025,04/23/2025,374,19,Y,2628.21,23.34,,North Lisa,MT,Returned,White Inc transaction of $2628.21 was returned.,2194089,N
6190378,Burch-Nelson,05/19/2025,03/19/2025,108,19,N,4434.39,36.19,,Port Tabithachester,CA,Successful,Burch-Nelson transaction of $4434.39 was successful.,2672821,Y
1479346,Christian-Schmidt,02/22/2025,03/08/2025,374,19,N,8643.09,144.17,,Nicholashaven,MS,Returned,Christian-Schmidt transaction of $8643.09 was returned.,7070443,N
8463259,Wilson-Ramos,02/11/2025,05/15/2025,374,19,N,6312.32,131.9,,Cynthiaton,OR,Returned,Wilson-Ramos transaction of $6312.32 was returned.,2474576,N
9782198,Bush-Rose,05/10/2025,12/14/2024,374,19,N,4819.11,51.46,C,Port Michael,OR,Returned,Bush-Rose transaction of $4819.11 was returned.,3772727,N
6165171,Boyd Ltd,02/16/2025,01/30/2025,108,19,N,1561.4,8.22,,New Kayla,OH,Successful,Boyd Ltd transaction of $1561.4 was successful.,2018027,N
6769431,Schwartz and Sons,03/30/2025,05/09/2025,374,19,Y,6879.26,119.0,D,Lake Cherylshire,NE,Returned,Schwartz and Sons transaction of $6879.26 was returned.,2665408,N
1153219,"Green, Pena and Johnson",02/28/2025,01/01/2025,374,19,Y,7968.69,149.06,C,East Nathaniel,MN,Returned,"Green, Pena and Johnson transaction of $7968.69 was returned.",1828637,N
8333427,Anderson-Price,12/05/2024,02/15/2025,108,19,Y,7150.81,151.24,D,Port Karlaton,ME,Successful,Anderson-Price transaction of $7150.81 was successful.,3111965,N
5412076,"Miller, Peters and Taylor",12/04/2024,04/01/2025,374,19,Y,5168.52,129.21,,West Charles,MD,Returned,"Miller, Peters and Taylor transaction of $5168.52 was returned.",8375602,N
5776085,Stevens-King,04/13/2025,05/09/2025,374,19,N,1884.07,12.65,C,North Gabriela,SD,Returned,Stevens-King transaction of $1884.07 was returned.,7307994,N
2851472,Bautista and Sons,03/04/2025,05/04/2025,374,19,N,2724.98,56.05,C,Port Nathan,VA,Returned,Bautista and Sons transaction of $2724.98 was returned.,3549769,N
1325400,"Blake, Reed and Gutierrez",05/26/2025,02/20/2025,108,19,Y,1863.45,14.08,D,East Christopherfort,SD,Successful,"Blake, Reed and Gutierrez transaction of $1863.45 was successful.",3317391,Y
8355410,"Montes, Winters and Buckley",02/04/2025,05/15/2025,374,19,Y,1511.08,26.2,D,Fullershire,MO,Returned,"Montes, Winters and Buckley transaction of $1511.08 was returned.",4055704,N
6227389,Garcia and Sons,12/11/2024,04/02/2025,108,19,N,6970.86,40.39,C,West Christopher,OR,Successful,Garcia and Sons transaction of $6970.86 was successful.,4673468,N
